     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,12/14/2013-12/20/2013,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,                                                                                             
R001,WHITEHALL STREET              ,00043608,00001425,00000217,00000576,00000290,00017107,00017915,00000000,00000000,00000000,00000279,00000586,00000353,00000585,00001884,00000702,00000189,00000000,00000651,00000000,00000000,00000000,00001606,                                                                                                                               
R003,CYPRESS HILLS                 ,00003506,00000192,00000021,00000025,00000002,00002223,00001164,00000000,00000000,00000000,00000000,00000041,00000078,00000005,00000056,00000007,00000005,00000000,00000023,00000000,00000000,00000000,00000920,                                                                                                                               
R004,75TH STREET & ELDERTS LANE    ,00008710,00000438,00000031,00000115,00000000,00005049,00003853,00000000,00000000,00000000,00000004,00000102,00000142,00000006,00000267,00000016,00000044,00000000,00000067,00000000,00000000,00000000,00004606,                                                                                                                               
R005,85TH STREET & FOREST PKWAY    ,00009872,00000529,00000033,00000137,00000007,00004881,00004847,00000000,00000000,00000000,00000004,00000080,00000169,00000001,00000205,00000022,00000051,00000000,00000075,00000000,00000000,00000000,00002112,                                                                                                                               
R006,WOODHAVEN BOULEVARD           ,00009702,00000492,00000046,00000186,00000007,00006794,00005544,00000000,00000000,00000000,00000007,00000114,00000170,00000011,00000285,00000050,00000056,00000000,00000078,00000000,00000000,00000000,00002056,                                                                                                                               
R007,104TH STREET                  ,00006805,00000307,00000029,00000059,00000008,00003513,00002915,00000000,00000000,00000000,00000002,00000064,00000096,00000006,00000142,00000011,00000034,00000000,00000045,00000000,00000000,00000000,00001568,                                                                                                                               
R008,111TH STREET                  ,00006081,00000230,00000026,00000058,00000004,00003264,00002394,00000000,00000000,00000000,00000004,00000052,00000113,00000006,00000146,00000038,00000004,00000000,00000068,00000000,00000000,00000000,00002698,                                                                                                                               
R009,121ST STREET                  ,00005493,00000253,00000032,00000074,00000008,00003432,00002447,00000000,00000000,00000000,00000001,00000040,00000075,00000008,00000106,00000041,00000030,00000000,00000032,00000000,00000000,00000000,00000835,                                                                                                                               
R010,42ND STREET & 8TH AVENUE      ,00103592,00004590,00000333,00001063,00000168,00047715,00052964,00000000,00000000,00000000,00000285,00000883,00000870,00000239,00003928,00001396,00000707,00000000,00002284,00000000,00000000,00000000,00002866,                                                                                                                               
R011,42ND STREET & 8TH AVENUE      ,00258351,00010109,00000459,00001575,00000150,00040644,00066228,00000000,00000000,00000000,00000196,00003024,00002845,00000139,00004176,00004567,00001002,00000000,00002327,00000000,00000000,00000000,00001895,                                                                                                                               
R012,34TH STREET & 8TH AVENUE      ,00240788,00008944,00000620,00001468,00005041,00047006,00068935,00000000,00000000,00000000,00000610,00002521,00002250,00007267,00004499,00005043,00001125,00000000,00002991,00000000,00000000,00000000,00002987,                                                                                                                               
R013,34TH STREET & 8TH AVENUE      ,00057247,00002444,00000220,00000649,00001051,00017434,00029137,00000000,00000000,00000000,00000331,00000791,00000304,00002461,00001704,00001286,00000433,00000000,00000856,00000000,00000000,00000000,00001011,                                                                                                                               
R014,FULTON STREET                 ,00105911,00003386,00000203,00000674,00000747,00029626,00053439,00000000,00000000,00000000,00000459,00001755,00000431,00001775,00004704,00001879,00000840,00000000,00001296,00000000,00000000,00000000,00003390,                                                                                                                               
R015,FIFTH AVENUE                  ,00094748,00003410,00000124,00000424,00001322,00018065,00032628,00000000,00000000,00000000,00000278,00002444,00000344,00001899,00003475,00002646,00000537,00000000,00001440,00000000,00000000,00000000,00000583,                                                                                                                               
R016,LEXINGTON AVENUE              ,00024052,00001220,00000058,00000216,00000124,00006384,00012752,00000000,00000000,00000000,00000129,00000610,00000087,00000150,00001137,00000533,00000202,00000000,00000330,00000000,00000000,00000000,00000247,                                                                                                                               
R017,LEXINGTON AVENUE              ,00115187,00006111,00000228,00000968,00000947,00026137,00056636,00000000,00000000,00000000,00000314,00002518,00000597,00001769,00004820,00003252,00000887,00000000,00001533,00000000,00000000,00000000,00004003,                                                                                                                               
R018,ROOSEVELT AVE/JACKSON HTS     ,00096942,00007306,00000853,00002718,00000030,00064444,00104632,00000000,00000000,00000000,00000103,00000900,00001264,00000077,00005004,00000671,00000544,00000000,00000991,00000000,00000000,00000000,00008654,                                                                                                                               
R019,179TH STREET & HILLSIDE AVE   ,00035817,00002016,00000330,00000877,00000016,00020747,00027430,00000000,00000000,00000000,00000083,00000759,00000613,00000027,00002579,00000392,00000155,00000000,00000158,00000000,00000000,00000000,00004418,                                                                                                                               
R020,47-50 STREETS/ROCKEFELLER     ,00218855,00009601,00000502,00001487,00000968,00063679,00102580,00000000,00000000,00000000,00000756,00004435,00001131,00001106,00009701,00004092,00001533,00000000,00002601,00000000,00000000,00000000,00004141,                                                                                                                               
R021,42ND STREET & 6TH AVENUE      ,00113024,00004918,00000288,00001115,00000209,00038833,00072343,00000000,00000000,00000000,00000402,00003139,00000552,00000191,00006883,00002139,00001024,00000000,00001304,00000000,00000000,00000000,00002351,                                                                                                                               
R022,34TH STREET & 6TH AVENUE      ,00231284,00010404,00000738,00002075,00000944,00091484,00129410,00000000,00000000,00000000,00001688,00003504,00001828,00001116,00009711,00002935,00001468,00000000,00003010,00000000,00000000,00000000,00004894,                                                                                                                               
R023,34TH STREET & 6TH AVENUE      ,00166662,00006655,00000489,00001403,00000846,00043890,00080787,00000000,00000000,00000000,00000319,00002901,00001073,00001061,00005397,00002848,00001096,00000000,00001607,00000000,00000000,00000000,00002637,                                                                                                                               
R024,SUTPHIN BOULEVARD             ,00048515,00002351,00000351,00000757,00000387,00030282,00022001,00000000,00000000,00000000,00000035,00000311,00001026,00000650,00001486,00000463,00000142,00000000,00008666,00000000,00000001,00000000,00002599,                                                                                                                               
R025,JAMAICA CENTER-PARSONS BLVD   ,00065820,00002021,00000571,00001271,00000029,00058606,00038658,00000000,00000000,00000000,00000104,00000478,00000986,00000027,00003637,00000234,00000239,00000000,00000514,00000000,00000000,00000000,00007682,                                                                                                                               
R027,WALL STREET                   ,00077413,00002804,00000141,00000418,00001638,00016168,00041426,00000000,00000000,00000000,00000200,00001750,00000197,00003516,00004189,00001747,00000616,00000000,00000658,00000000,00000000,00000000,00001562,                                                                                                                               
R028,FULTON & WILLIAM STREETS      ,00076454,00003691,00000248,00000916,00000568,00023856,00050288,00000000,00000000,00000000,00000193,00001196,00000428,00000999,00004662,00001234,00000789,00000000,00000928,00000000,00000000,00000000,00002999,                                                                                                                               
R029,PARK PLACE                    ,00160967,00005966,00000350,00001195,00001066,00038697,00074114,00000000,00000000,00000000,00001676,00002841,00000925,00002179,00004744,00002802,00001184,00000000,00001984,00000000,00000000,00000000,00006982,                                                                                                                               
R030,CHAMBERS STREET               ,00062033,00002807,00000146,00000558,00000623,00020570,00036031,00000000,00000000,00000000,00000197,00001012,00000243,00001457,00002338,00001096,00000479,00000000,00000560,00000000,00000000,00000000,00010854,                                                                                                                               
R031,34TH STREET & 7TH AVENUE      ,00130604,00006131,00000370,00000949,00002013,00037078,00043876,00000000,00000000,00000000,00000372,00001560,00000902,00003934,00004301,00002463,00000660,00000000,00001118,00000000,00000000,00000000,00002644,                                                                                                                               
R032,42ND STREET/TIMES SQUARE      ,00100458,00004015,00000302,00000876,00000252,00031571,00064786,00000000,00000000,00000000,00000349,00002238,00000409,00000199,00005082,00001955,00000854,00000000,00000859,00000000,00000000,00000000,00001156,                                                                                                                               
R033,42ND STREET/TIMES SQUARE      ,00206897,00007350,00000529,00001419,00000836,00085550,00084471,00000000,00000000,00000000,00000697,00002202,00001705,00000872,00007456,00002573,00001139,00000000,00003101,00000000,00000000,00000000,00006775,                                                                                                                               
R034,125TH STREET & BROADWAY       ,00020065,00001552,00000119,00000346,00000018,00012091,00013499,00000000,00000000,00000000,00000037,00000144,00000437,00000049,00001109,00000310,00000188,00000000,00000330,00000000,00000000,00000000,00002591,                                                                                                                               
R035,168TH STREET & BROADWAY       ,00062246,00004396,00000351,00000837,00000156,00031147,00040566,00000000,00000000,00000000,00000098,00000358,00001342,00000244,00002084,00000934,00000712,00000000,00000669,00000000,00000000,00000000,00009738,                                                                                                                               
R036,DYCKMAN STREET                ,00015559,00001275,00000153,00000252,00000006,00012371,00008388,00000000,00000000,00000000,00000016,00000071,00000748,00000013,00000803,00000051,00000055,00000000,00000086,00000000,00000000,00000000,00003842,                                                                                                                               
R037,207TH STREET                  ,00010533,00000743,00000125,00000187,00000004,00012468,00006880,00000000,00000000,00000000,00000017,00000050,00000435,00000021,00000579,00000021,00000040,00000000,00000056,00000000,00000000,00000000,00002580,                                                                                                                               
R038,215TH STREET                  ,00004382,00000365,00000032,00000103,00000001,00002589,00002887,00000000,00000000,00000000,00000010,00000019,00000111,00000004,00000196,00000060,00000045,00000000,00000031,00000000,00000000,00000000,00000616,                                                                                                                               
R039,225TH STREET                  ,00013558,00000823,00000081,00000165,00000053,00010016,00007234,00000000,00000000,00000000,00000029,00000071,00000307,00000062,00000684,00000101,00000050,00000000,00000093,00000000,00000000,00000000,00002872,                                                                                                                               
R040,231ST STREET                  ,00018649,00001457,00000173,00000412,00000002,00012284,00012132,00000000,00000000,00000000,00000086,00000116,00000611,00000015,00000972,00000169,00000104,00000000,00000071,00000000,00000000,00000000,00002680,                                                                                                                               
R041,BOWLING GREEN & BATTERY PL    ,00059947,00002896,00000218,00000669,00000634,00021009,00037004,00000000,00000000,00000000,00002103,00001251,00000520,00001325,00003820,00001155,00000511,00000000,00000610,00000000,00000000,00000000,00005814,                                                                                                                               
R042,BOWLING GREEN & BROADWAY      ,00011801,00000356,00000037,00000081,00000104,00007254,00005289,00000000,00000000,00000000,00000134,00000187,00000026,00000217,00000493,00000176,00000061,00000000,00000218,00000000,00000000,00000000,00000668,                                                                                                                               
R043,WALL STREET                   ,00070127,00002880,00000143,00000477,00000746,00018723,00042492,00000000,00000000,00000000,00001054,00001554,00000272,00002004,00003058,00001536,00000605,00000000,00000663,00000000,00000000,00000000,00002505,                                                                                                                               
R044,BROOKLYN BRIDGE               ,00091310,00005142,00000313,00001197,00000447,00030356,00054984,00000000,00000000,00000000,00000510,00001746,00000701,00001276,00003298,00001565,00000871,00000000,00000954,00000000,00000000,00000000,00007691,                                                                                                                               
R045,42ND STREET & GRAND CENTRAL   ,00098077,00004193,00000113,00000412,00002464,00012256,00025886,00000000,00000000,00000000,00000244,00001347,00000235,00003588,00002058,00002486,00000415,00000000,00000644,00000000,00000000,00000000,00000757,                                                                                                                               
R046,42ND STREET & GRAND CENTRAL   ,00260857,00010754,00000451,00001291,00003816,00056632,00097101,00000000,00000000,00000000,00000867,00003732,00001628,00006071,00007712,00004855,00001518,00000000,00002792,00000000,00000000,00000000,00002148,                                                                                                                               
R047,42ND STREET & GRAND CENTRAL   ,00119540,00005513,00000235,00000771,00001518,00029818,00067533,00000000,00000000,00000000,00000587,00002813,00000402,00003349,00006472,00002756,00000898,00000000,00001049,00000000,00000000,00000000,00001302,                                                                                                                               
R048,42ND STREET & 3RD AVENUE      ,00032489,00001247,00000052,00000205,00000368,00006191,00016757,00000000,00000000,00000000,00000067,00000638,00000072,00000651,00001628,00000894,00000208,00000000,00000267,00000000,00000000,00000000,00000306,                                                                                                                               
R049,51ST STREET & LEXINGTON AVE   ,00075553,00003943,00000165,00000510,00000176,00022656,00039344,00000000,00000000,00000000,00000350,00001599,00000309,00000255,00004375,00001422,00000602,00000000,00001100,00000000,00000000,00000000,00000862,                                                                                                                               
R050,59TH STREET & LEXINGTON AVE   ,00077496,00004551,00000233,00000781,00000383,00026644,00048497,00000000,00000000,00000000,00000369,00001507,00000466,00000713,00004092,00001689,00000597,00000000,00000815,00000000,00000000,00000000,00001662,                                                                                                                               
R051,59TH STREET & LEXINGTON AVE   ,00106038,00006385,00000338,00001093,00000283,00046768,00071197,00000000,00000000,00000000,00000348,00001755,00000440,00000594,00005756,00001994,00000866,00000000,00000916,00000000,00000000,00000000,00005758,                                                                                                                               
R052,WOODLAWN ROAD                 ,00010913,00000809,00000168,00000329,00000014,00010485,00006256,00000000,00000000,00000000,00000025,00000078,00000407,00000007,00000538,00000064,00000015,00000000,00000034,00000000,00000000,00000000,00001128,                                                                                                                               
R053,149TH STREET & 3RD AVENUE     ,00038419,00001972,00000418,00000890,00000026,00047662,00022624,00000000,00000000,00000000,00000045,00000235,00001134,00000015,00002720,00000082,00000111,00000000,00000159,00000000,00000000,00000000,00010425,                                                                                                                               
R054,FIFTH AVENUE & 42ND STREET    ,00036374,00001625,00000076,00000360,00000224,00011532,00021058,00000000,00000000,00000000,00000160,00000790,00000220,00000134,00001331,00000622,00000259,00000000,00000393,00000000,00000000,00000000,00000576,                                                                                                                               
R055,MAIN STREET                   ,00094969,00007952,00000682,00004243,00000030,00049281,00099976,00000000,00000000,00000000,00000170,00000894,00001444,00000061,00003441,00000633,00000274,00000000,00000624,00000000,00000000,00000000,00011142,                                                                                                                               
R056,NEVINS STREET                 ,00026275,00001837,00000243,00000522,00000019,00015987,00015282,00000000,00000000,00000000,00000140,00000236,00000407,00000060,00001319,00000282,00000146,00000000,00000182,00000000,00000000,00000000,00004426,                                                                                                                               
R057,BARCLAYS CENTER               ,00125596,00005823,00000561,00001423,00002134,00052166,00071302,00000001,00000000,00000000,00000275,00001378,00001065,00003934,00005078,00001945,00001049,00000000,00001349,00000000,00000000,00000000,00017005,                                                                                                                               
R058,BERGEN STREET                 ,00010127,00000663,00000032,00000089,00000001,00004030,00008575,00000000,00000000,00000000,00000005,00000137,00000097,00000009,00000799,00000198,00000145,00000000,00000108,00000000,00000000,00000000,00001025,                                                                                                                               
R059,GRAND ARMY PLAZA              ,00019480,00002276,00000103,00000345,00000008,00006883,00016134,00000000,00000000,00000000,00000028,00000329,00000257,00000023,00001599,00000491,00000229,00000000,00000190,00000000,00000000,00000000,00002862,                                                                                                                               
R060,EASTERN PARKWAY               ,00011419,00001090,00000103,00000245,00000007,00005802,00009914,00000000,00000000,00000000,00000013,00000167,00000168,00000010,00000943,00000152,00000176,00000000,00000182,00000000,00000000,00000000,00002446,                                                                                                                               
R061,NOSTRAND AVENUE               ,00008957,00000558,00000071,00000174,00000000,00007173,00006218,00000000,00000000,00000000,00000004,00000050,00000188,00000006,00000491,00000033,00000072,00000000,00000067,00000000,00000000,00000000,00002795,                                                                                                                               
R062,UTICA AVENUE                  ,00049461,00002562,00000625,00001127,00000012,00045632,00032930,00000000,00000000,00000000,00000068,00000425,00000718,00000022,00003381,00000178,00000268,00000000,00000247,00000000,00000000,00000000,00010090,                                                                                                                               
R063,SUTTER AVENUE                 ,00017314,00000775,00000136,00000359,00000004,00014312,00007349,00000000,00000000,00000000,00000003,00000092,00000304,00000004,00000712,00000030,00000065,00000000,00000037,00000000,00000000,00000000,00004640,                                                                                                                               
R064,SARATOGA AVENUE               ,00013883,00000541,00000074,00000201,00000003,00009626,00005348,00000000,00000000,00000000,00000000,00000064,00000171,00000000,00000535,00000029,00000076,00000000,00000042,00000000,00000000,00000000,00003482,                                                                                                                               
R065,ROCKAWAY AVENUE               ,00012388,00000739,00000069,00000267,00000001,00009427,00004485,00000000,00000000,00000000,00000006,00000027,00000364,00000012,00000385,00000029,00000020,00000000,00000028,00000000,00000000,00000000,00004686,                                                                                                                               
R066,JUNIUS STREET                 ,00004588,00000349,00000070,00000078,00000000,00004507,00001940,00000000,00000000,00000000,00000000,00000024,00000134,00000000,00000170,00000005,00000020,00000000,00000020,00000000,00000000,00000000,00001904,                                                                                                                               
R067,PENNSYLVANIA AVENUE           ,00011443,00000576,00000149,00000157,00000000,00009975,00004567,00000000,00000000,00000000,00000006,00000058,00000284,00000013,00000464,00000003,00000016,00000000,00000040,00000000,00000000,00000000,00004403,                                                                                                                               
R068,VAN SICLEN AVENUE             ,00007265,00000352,00000043,00000036,00000001,00005938,00003098,00000000,00000000,00000000,00000006,00000035,00000152,00000001,00000290,00000014,00000023,00000000,00000021,00000000,00000000,00000000,00002074,                                                                                                                               
R069,NEW LOTS AVENUE               ,00012277,00000596,00000131,00000240,00000000,00011308,00005593,00000000,00000000,00000000,00000026,00000066,00000336,00000001,00000436,00000011,00000043,00000000,00000047,00000000,00000000,00000000,00003514,                                                                                                                               
R070,ST GEORGE TERMINAL            ,00030792,00001512,00000019,00000262,00000003,00003738,00006891,00000000,00000000,00000000,00000278,00001232,00000137,00000004,00000588,00001018,00000061,00000000,00000061,00000000,00000000,00000000,00003338,                                                                                                                               
R079,FIFTH AVENUE & 60TH STREET    ,00061569,00002586,00000158,00000481,00000243,00019889,00030254,00000000,00000000,00000000,00000304,00001046,00000333,00000498,00003087,00001087,00000442,00000000,00000789,00000000,00000000,00000000,00000718,                                                                                                                               
R080,57TH STREET & 7TH AVENUE      ,00080620,00005596,00000308,00000984,00000209,00029245,00052907,00000000,00000000,00000000,00000343,00001300,00000624,00000360,00004993,00001608,00000758,00000000,00000989,00000000,00000000,00000000,00002127,                                                                                                                               
R081,49TH STREET & 7TH AVENUE      ,00080202,00002940,00000189,00000715,00000130,00030132,00046977,00000000,00000000,00000000,00000341,00001358,00000364,00000163,00003780,00001548,00000665,00000000,00001323,00000000,00000000,00000000,00002421,                                                                                                                               
R082,28TH STREET & BROADWAY        ,00032017,00001309,00000133,00000380,00000067,00013603,00022667,00000000,00000000,00000000,00000082,00000496,00000307,00000060,00001245,00000486,00000334,00000000,00000416,00000000,00000000,00000000,00000417,                                                                                                                               
R083,23RD STREET & 5TH AVENUE      ,00063773,00002375,00000158,00000480,00000182,00022132,00042960,00000000,00000000,00000000,00000468,00001176,00000280,00000198,00002799,00001282,00000671,00000000,00000810,00000000,00000000,00000000,00001529,                                                                                                                               
R084,59TH STREET/COLUMBUS CIRCLE   ,00212877,00012447,00000734,00002397,00000840,00080636,00121110,00000000,00000000,00000000,00000536,00002606,00001515,00001328,00008563,00004018,00001690,00000000,00002997,00000000,00000000,00000000,00017652,                                                                                                                               
R085,8TH STREET & BROADWAY         ,00049865,00002614,00000135,00000455,00000116,00017018,00033033,00000000,00000000,00000000,00000155,00000658,00000181,00000202,00002123,00000998,00000413,00000000,00000744,00000000,00000000,00000000,00001355,                                                                                                                               
R086,PRINCE STREET & BROADWAY      ,00050982,00001419,00000080,00000232,00000068,00020410,00030861,00000000,00000000,00000000,00000197,00000507,00000176,00000125,00001639,00000727,00000447,00000000,00000821,00000000,00000000,00000000,00001306,                                                                                                                               
R087,CITY HALL                     ,00009823,00000568,00000044,00000117,00000014,00002928,00005934,00000000,00000000,00000000,00000114,00000160,00000076,00000040,00000308,00000163,00000114,00000000,00000127,00000000,00000000,00000000,00000339,                                                                                                                               
R088,CORTLANDT STREET              ,00012105,00000242,00000011,00000052,00000020,00004726,00003633,00000000,00000000,00000000,00000095,00000120,00000065,00000029,00000277,00000177,00000052,00000000,00000280,00000000,00000000,00000000,00000128,                                                                                                                               
R089,JAY ST-METROTECH              ,00005473,00000329,00000012,00000065,00000003,00001569,00003666,00000000,00000000,00000000,00000005,00000087,00000079,00000024,00000083,00000081,00000042,00000000,00000073,00000000,00000000,00000000,00000651,                                                                                                                               
R090,39TH AVENUE & 31ST STREET     ,00007554,00000356,00000038,00000105,00000009,00005269,00004324,00000000,00000000,00000000,00000028,00000059,00000127,00000008,00000292,00000061,00000062,00000000,00000095,00000000,00000000,00000000,00000453,                                                                                                                               
R091,36TH AVENUE & 31ST STREET     ,00017246,00000770,00000062,00000201,00000006,00009126,00016431,00000000,00000000,00000000,00000018,00000171,00000286,00000031,00000847,00000107,00000185,00000000,00000187,00000000,00000000,00000000,00002391,                                                                                                                               
R092,BROADWAY & 31ST STREET        ,00029765,00001648,00000117,00000445,00000011,00013261,00031493,00000000,00000000,00000000,00000039,00000351,00000547,00000020,00002038,00000394,00000492,00000000,00000236,00000000,00000000,00000000,00004342,                                                                                                                               
R093,30TH AVENUE & 31ST STREET     ,00033859,00001593,00000143,00000397,00000019,00016099,00033544,00000000,00000000,00000000,00000013,00000304,00000588,00000040,00002260,00000363,00000424,00000000,00000264,00000000,00000000,00000000,00002647,                                                                                                                               
R094,ASTORIA BLVD & 31ST STREET    ,00028266,00001143,00000062,00000212,00000016,00013497,00025213,00000000,00000000,00000000,00000038,00000363,00000371,00000030,00001793,00000340,00000294,00000000,00000244,00000000,00000000,00000000,00001772,                                                                                                                               
R095,DITMARS BLVD & 31ST STREET    ,00040917,00001857,00000145,00000311,00000024,00016225,00036343,00000000,00000000,00000000,00000008,00000577,00000797,00000020,00002387,00000484,00000493,00000000,00000308,00000000,00000000,00000000,00004916,                                                                                                                               
