     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,05/30/2015-06/05/2015,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,                                                                                             
R001,WHITEHALL STREET              ,00063720,00002485,00000349,00000966,00000438,00028924,00033958,00000000,00000000,00000000,00000001,00001016,00000833,00000551,00003663,00001290,00000430,00000000,00001308,00000000,00000000,00000000,00002215,                                                                                                                               
R003,CYPRESS HILLS                 ,00003469,00000227,00000037,00000028,00000003,00002483,00001234,00000000,00000000,00000000,00000000,00000033,00000076,00000005,00000103,00000005,00000010,00000000,00000024,00000000,00000000,00000000,00000742,                                                                                                                               
R004,75TH STREET & ELDERTS LANE    ,00008143,00000450,00000042,00000116,00000002,00005556,00004392,00000000,00000000,00000000,00000000,00000104,00000265,00000001,00000245,00000025,00000058,00000000,00000081,00000000,00000000,00000000,00002998,                                                                                                                               
R005,85TH STREET & FOREST PKWAY    ,00009354,00000611,00000052,00000164,00000001,00005998,00005255,00000000,00000000,00000000,00000002,00000087,00000258,00000001,00000256,00000045,00000072,00000000,00000086,00000000,00000000,00000000,00001769,                                                                                                                               
R006,WOODHAVEN BOULEVARD           ,00009646,00000641,00000064,00000176,00000000,00008497,00006059,00000000,00000000,00000000,00000000,00000114,00000236,00000014,00000342,00000090,00000054,00000000,00000088,00000000,00000000,00000000,00001811,                                                                                                                               
R007,104TH STREET                  ,00006699,00000319,00000045,00000067,00000006,00004242,00003211,00000000,00000000,00000000,00000000,00000058,00000110,00000000,00000189,00000017,00000030,00000000,00000049,00000000,00000000,00000000,00001274,                                                                                                                               
R008,111TH STREET                  ,00005694,00000297,00000029,00000053,00000002,00003701,00002695,00000000,00000000,00000000,00000000,00000044,00000120,00000009,00000189,00000054,00000013,00000000,00000057,00000000,00000000,00000000,00001980,                                                                                                                               
R009,121ST STREET                  ,00005269,00000291,00000042,00000067,00000009,00004213,00002638,00000000,00000000,00000000,00000000,00000056,00000147,00000001,00000149,00000058,00000052,00000000,00000062,00000000,00000000,00000000,00000765,                                                                                                                               
R010,42ND STREET & 8TH AVENUE      ,00102344,00005165,00000388,00001232,00000223,00057541,00059720,00000000,00000000,00000000,00000001,00000986,00001326,00000182,00004496,00001405,00000888,00000000,00002699,00000000,00000000,00000000,00003678,                                                                                                                               
R011,42ND STREET & 8TH AVENUE      ,00253146,00011392,00000546,00001638,00000168,00048790,00076621,00000000,00000001,00000000,00000001,00002773,00004693,00000118,00005118,00005053,00001306,00000000,00002849,00000000,00000000,00000000,00002085,                                                                                                                               
R012,34TH STREET & 8TH AVENUE      ,00231696,00009434,00000669,00001785,00005891,00050450,00078823,00000000,00000000,00000000,00000007,00002534,00003306,00006105,00005712,00006251,00001485,00000000,00003504,00000000,00000000,00000000,00003342,                                                                                                                               
R013,34TH STREET & 8TH AVENUE      ,00048110,00002261,00000190,00000747,00000992,00018956,00030264,00000000,00000000,00000000,00000000,00000823,00000327,00001729,00001974,00001333,00000519,00000000,00001002,00000000,00000000,00000000,00001029,                                                                                                                               
R014,FULTON STREET                 ,00120483,00004117,00000329,00000840,00001139,00042122,00070722,00000000,00000000,00000000,00000003,00002051,00000907,00001639,00006492,00002396,00001266,00000000,00001979,00000000,00000000,00000000,00003726,                                                                                                                               
R015,FIFTH AVENUE                  ,00081748,00003227,00000110,00000414,00001390,00019227,00034775,00000000,00000000,00000000,00000001,00002228,00000518,00001547,00003783,00002959,00000645,00000000,00001275,00000000,00000000,00000000,00000583,                                                                                                                               
R016,LEXINGTON AVENUE              ,00021964,00001115,00000081,00000201,00000150,00006891,00013244,00000000,00000000,00000000,00000000,00000524,00000128,00000119,00001091,00000607,00000252,00000000,00000280,00000000,00000000,00000000,00000260,                                                                                                                               
R017,LEXINGTON AVENUE              ,00110031,00006099,00000228,00001051,00001218,00029206,00063327,00000000,00000000,00000000,00000002,00002265,00000896,00001409,00005347,00003587,00001261,00000000,00001700,00000000,00000000,00000000,00003220,                                                                                                                               
R018,ROOSEVELT AVE/JACKSON HTS     ,00092473,00007608,00000905,00003085,00000054,00071736,00107875,00000000,00000000,00000000,00000003,00000760,00001804,00000077,00005710,00000839,00000778,00000000,00001241,00000000,00000000,00000000,00008078,                                                                                                                               
R019,179TH STREET & HILLSIDE AVE   ,00034282,00002193,00000299,00001069,00000013,00022431,00029402,00000000,00000000,00000000,00000006,00000733,00000917,00000010,00002650,00000486,00000185,00000000,00000183,00000000,00000000,00000000,00003643,                                                                                                                               
R020,47-50 STREETS/ROCKEFELLER     ,00157061,00008116,00000523,00001438,00000981,00058293,00102953,00000000,00000000,00000000,00000005,00004220,00001220,00000918,00011671,00004076,00001588,00000000,00002235,00000000,00000000,00000000,00002801,                                                                                                                               
R021,42ND STREET & 6TH AVENUE      ,00097852,00004741,00000386,00001197,00000248,00040657,00078994,00000000,00000000,00000000,00000001,00002944,00000834,00000118,00008097,00002052,00001089,00000000,00001312,00000000,00000000,00000000,00002241,                                                                                                                               
R022,34TH STREET & 6TH AVENUE      ,00190064,00009101,00000748,00002121,00001195,00088666,00125604,00000000,00000000,00000000,00000016,00002877,00002267,00000991,00010311,00002846,00001739,00000000,00003067,00000000,00000000,00000000,00005273,                                                                                                                               
R023,34TH STREET & 6TH AVENUE      ,00149881,00006660,00000516,00001399,00000843,00043661,00085956,00000000,00000000,00000000,00000001,00002848,00001258,00000865,00006587,00003343,00001437,00000000,00001750,00000000,00000000,00000000,00002716,                                                                                                                               
R024,SUTPHIN BOULEVARD             ,00051555,00002601,00000468,00000812,00000535,00036527,00024555,00000000,00000000,00000000,00000001,00000358,00001410,00000530,00001820,00000523,00000193,00000000,00010282,00000000,00000000,00000000,00002601,                                                                                                                               
R025,JAMAICA CENTER-PARSONS BLVD   ,00063735,00002424,00000755,00001495,00000028,00063781,00040086,00000000,00000000,00000000,00000005,00000499,00001716,00000038,00004131,00000272,00000365,00000000,00000521,00000000,00000000,00000000,00006806,                                                                                                                               
