     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,05/31/2014-06/06/2014,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,                                                                                             
R001,WHITEHALL STREET              ,00051991,00001771,00000246,00000663,00000371,00022100,00021800,00000000,00000000,00000000,00000258,00000643,00000711,00000596,00002049,00000911,00000246,00000000,00001149,00000000,00000000,00000000,00001527,                                                                                                                               
R003,CYPRESS HILLS                 ,00003744,00000251,00000046,00000036,00000001,00002151,00001228,00000000,00000000,00000000,00000000,00000033,00000078,00000005,00000068,00000017,00000004,00000000,00000053,00000000,00000000,00000000,00000782,                                                                                                                               
R004,75TH STREET & ELDERTS LANE    ,00008729,00000430,00000066,00000138,00000001,00005113,00003957,00000000,00000000,00000000,00000001,00000071,00000209,00000005,00000274,00000023,00000055,00000000,00000072,00000000,00000000,00000000,00002903,                                                                                                                               
R005,85TH STREET & FOREST PKWAY    ,00009987,00000539,00000039,00000153,00000000,00004966,00005155,00000000,00000000,00000000,00000014,00000085,00000204,00000001,00000197,00000029,00000049,00000000,00000112,00000000,00000000,00000000,00001652,                                                                                                                               
R006,WOODHAVEN BOULEVARD           ,00010145,00000511,00000030,00000167,00000004,00007122,00005963,00000000,00000000,00000000,00000019,00000140,00000188,00000014,00000358,00000054,00000055,00000000,00000092,00000000,00000000,00000000,00001858,                                                                                                                               
R007,104TH STREET                  ,00006982,00000304,00000030,00000063,00000006,00003819,00002959,00000000,00000000,00000000,00000003,00000060,00000080,00000001,00000172,00000027,00000022,00000000,00000054,00000000,00000000,00000000,00001179,                                                                                                                               
R008,111TH STREET                  ,00005989,00000257,00000037,00000064,00000015,00003397,00002684,00000000,00000000,00000000,00000002,00000032,00000106,00000005,00000134,00000033,00000011,00000000,00000032,00000000,00000000,00000000,00001825,                                                                                                                               
R009,121ST STREET                  ,00005613,00000257,00000021,00000069,00000011,00003850,00002547,00000000,00000000,00000000,00000001,00000046,00000145,00000009,00000122,00000056,00000031,00000000,00000056,00000000,00000000,00000000,00000817,                                                                                                                               
R010,42ND STREET & 8TH AVENUE      ,00102566,00004542,00000405,00001177,00000194,00053908,00059251,00000000,00000000,00000000,00000275,00000894,00001287,00000190,00004004,00001247,00000866,00000000,00002747,00000000,00000000,00000000,00003493,                                                                                                                               
R011,42ND STREET & 8TH AVENUE      ,00245119,00010436,00000480,00001571,00000197,00043447,00073260,00000001,00000000,00000000,00000178,00002686,00003846,00000127,00004439,00004377,00000968,00000000,00002761,00000000,00000000,00000000,00002148,                                                                                                                               
R012,34TH STREET & 8TH AVENUE      ,00227992,00008997,00000671,00001569,00005978,00047825,00077812,00000000,00000000,00000000,00000578,00002438,00002773,00006933,00004771,00005165,00001233,00000000,00003493,00000000,00000000,00000000,00003148,                                                                                                                               
