     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,06/11/2016-06/17/2016,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,                                                                                             
R001,WHITEHALL STREET              ,00064930,00002719,00000371,00001022,00000354,00031000,00036482,00000000,00000000,00000000,00000000,00000945,00000835,00000525,00004352,00001531,00000540,00000000,00001314,00000000,00000000,00000000,00002411,                                                                                                                               
R003,CYPRESS HILLS                 ,00003363,00000230,00000027,00000040,00000000,00002594,00001288,00000000,00000000,00000000,00000000,00000025,00000091,00000004,00000124,00000010,00000012,00000000,00000040,00000000,00000000,00000000,00000768,                                                                                                                               
R004,75TH STREET & ELDERTS LANE    ,00008149,00000487,00000036,00000149,00000002,00005803,00004554,00000000,00000000,00000000,00000000,00000078,00000258,00000001,00000319,00000045,00000049,00000000,00000082,00000000,00000000,00000000,00002998,                                                                                                                               
R005,85TH STREET & FOREST PKWAY    ,00009004,00000589,00000042,00000205,00000001,00006215,00005444,00000000,00000000,00000000,00000000,00000083,00000196,00000000,00000327,00000046,00000062,00000000,00000079,00000000,00000000,00000000,00001602,                                                                                                                               
R006,WOODHAVEN BOULEVARD           ,00009086,00000567,00000084,00000175,00000007,00008059,00006048,00000000,00000000,00000000,00000000,00000097,00000215,00000014,00000373,00000058,00000096,00000000,00000092,00000000,00000000,00000000,00001570,                                                                                                                               
R007,104TH STREET                  ,00006533,00000292,00000053,00000064,00000006,00004206,00003386,00000000,00000000,00000000,00000000,00000053,00000167,00000000,00000183,00000048,00000036,00000000,00000065,00000000,00000000,00000000,00001176,                                                                                                                               
R008,111TH STREET                  ,00005747,00000287,00000046,00000070,00000006,00003969,00002818,00000000,00000000,00000000,00000000,00000066,00000172,00000001,00000184,00000055,00000033,00000000,00000053,00000000,00000000,00000000,00001762,                                                                                                                               
R009,121ST STREET                  ,00005308,00000272,00000036,00000086,00000005,00004450,00002704,00000000,00000000,00000000,00000000,00000052,00000158,00000002,00000155,00000065,00000068,00000000,00000073,00000000,00000000,00000000,00000670,                                                                                                                               
R010,42ND STREET & 8TH AVENUE      ,00096650,00004805,00000382,00001172,00000196,00055031,00054411,00000000,00000000,00000000,00000000,00000928,00001593,00000163,00005180,00001636,00001174,00000000,00002882,00000000,00000000,00000000,00006019,                                                                                                                               
R011,42ND STREET & 8TH AVENUE      ,00234319,00011192,00000550,00001662,00000180,00047521,00071508,00000000,00000000,00000000,00000000,00002766,00004910,00000089,00005932,00005180,00001573,00000000,00002820,00000000,00000000,00000000,00002150,                                                                                                                               
R012,34TH STREET & 8TH AVENUE      ,00209892,00009191,00000617,00001662,00005498,00045905,00073334,00000000,00000000,00000000,00000000,00002468,00003167,00005465,00006288,00006955,00001723,00000000,00003446,00000000,00000000,00000000,00002972,                                                                                                                               
R013,34TH STREET & 8TH AVENUE      ,00045381,00002111,00000208,00000733,00000986,00017861,00028385,00000000,00000000,00000000,00000000,00000705,00000424,00001627,00002387,00001416,00000561,00000000,00000990,00000000,00000000,00000000,00000840,                                                                                                                               
R014,FULTON STREET                 ,00136473,00004811,00000376,00000970,00001354,00046905,00080025,00000000,00000000,00000000,00000000,00002242,00001014,00001608,00008943,00003467,00001877,00000000,00002286,00000000,00000000,00000000,00004281,                                                                                                                               
R015,FIFTH AVENUE                  ,00072729,00003187,00000141,00000409,00001342,00016804,00032187,00000000,00000000,00000000,00000000,00002043,00000479,00001398,00004307,00003280,00000764,00000000,00001369,00000000,00000000,00000000,00000576,                                                                                                                               
R016,LEXINGTON AVENUE              ,00019469,00001044,00000093,00000203,00000120,00006576,00012581,00000000,00000000,00000000,00000000,00000442,00000153,00000129,00001393,00000678,00000245,00000000,00000272,00000000,00000000,00000000,00000362,                                                                                                                               
R017,LEXINGTON AVENUE              ,00100402,00005830,00000342,00001032,00001121,00026999,00058198,00000000,00000000,00000000,00000000,00002214,00000843,00001300,00006160,00003927,00001374,00000000,00001653,00000000,00000000,00000000,00003145,                                                                                                                               
